date,station,hour,passengers
2024-01-19,Университет,9,1719
2024-01-19,Университет,10,1768
2024-01-19,Университет,11,772
2024-01-19,Университет,12,995
2024-01-19,Университет,13,785
2024-01-19,Университет,14,791
2024-01-19,Университет,15,835
2024-01-19,Университет,16,737
2024-01-19,Университет,17,1405
2024-01-19,Университет,18,1319
2024-01-19,Университет,19,1231
2024-01-19,Университет,20,1257
2024-01-19,Университет,21,419
2024-01-19,Университет,22,473
2024-01-19,Университет,23,404
2024-01-19,Парк,0,112
2024-01-19,Парк,1,112
2024-01-19,Парк,2,111
2024-01-19,Парк,3,111
2024-01-19,Парк,4,109
2024-01-19,Парк,5,128
2024-01-19,Парк,6,130
2024-01-19,Парк,7,705
2024-01-19,Парк,8,780
2024-01-19,Парк,9,697
2024-01-19,Парк,10,697
2024-01-19,Парк,11,455
2024-01-19,Парк,12,514
2024-01-19,Парк,13,511
2024-01-19,Парк,14,437
2024-01-19,Парк,15,493
2024-01-19,Парк,16,467
2024-01-19,Парк,17,844
2024-01-19,Парк,18,908
2024-01-19,Парк,19,770
2024-01-19,Парк,20,878
2024-01-19,Парк,21,336
2024-01-19,Парк,22,302
2024-01-19,Парк,23,265
2024-01-19,Речная,0,109
2024-01-19,Речная,1,105
2024-01-19,Речная,2,101
2024-01-19,Речная,3,99
2024-01-19,Речная,4,104
2024-01-19,Речная,5,99
2024-01-19,Речная,6,102
2024-01-19,Речная,7,737
2024-01-19,Речная,8,741
2024-01-19,Речная,9,623
2024-01-19,Речная,10,669
2024-01-19,Речная,11,490
2024-01-19,Речная,12,497
2024-01-19,Речная,13,447
2024-01-19,Речная,14,491
2024-01-19,Речная,15,477
2024-01-19,Речная,16,430
2024-01-19,Речная,17,609
2024-01-19,Речная,18,721
2024-01-19,Речная,19,650
2024-01-19,Речная,20,732
2024-01-19,Речная,21,297
2024-01-19,Речная,22,266
2024-01-19,Речная,23,244
2024-01-20,Центральная,0,165
2024-01-20,Центральная,1,154
2024-01-20,Центральная,2,154
2024-01-20,Центральная,3,206
2024-01-20,Центральная,4,195
2024-01-20,Центральная,5,180
2024-01-20,Центральная,6,180
2024-01-20,Центральная,7,1718
2024-01-20,Центральная,8,1723
2024-01-20,Центральная,9,1917
2024-01-20,Центральная,10,1779
2024-01-20,Центральная,11,640
2024-01-20,Центральная,12,825
2024-01-20,Центральная,13,643
2024-01-20,Центральная,14,736
2024-01-20,Центральная,15,676
2024-01-20,Центральная,16,763
2024-01-20,Центральная,17,1643
2024-01-20,Центральная,18,1625
2024-01-20,Центральная,19,1674
2024-01-20,Центральная,20,1945
2024-01-20,Центральная,21,449
2024-01-20,Центральная,22,481
2024-01-20,Центральная,23,506
2024-01-20,Восточная,0,115
2024-01-20,Восточная,1,118
2024-01-20,Восточная,2,104
2024-01-20,Восточная,3,112
2024-01-20,Восточная,4,102
2024-01-20,Восточная,5,118
2024-01-20,Восточная,6,121
2024-01-20,Восточная,7,1018
2024-01-20,Восточная,8,942
2024-01-20,Восточная,9,1012
2024-01-20,Восточная,10,934
2024-01-20,Восточная,11,451
2024-01-20,Восточная,12,491
2024-01-20,Восточная,13,499
2024-01-20,Восточная,14,555
2024-01-20,Восточная,15,500
2024-01-20,Восточная,16,430
2024-01-20,Восточная,17,754
2024-01-20,Восточная,18,733
2024-01-20,Восточная,19,824
2024-01-20,Восточная,20,746
2024-01-20,Восточная,21,314
2024-01-20,Восточная,22,276
2024-01-20,Восточная,23,298
2024-01-20,Западная,0,96
2024-01-20,Западная,1,98
2024-01-20,Западная,2,87
2024-01-20,Западная,3,95
2024-01-20,Западная,4,92
2024-01-20,Западная,5,94
2024-01-20,Западная,6,96
2024-01-20,Западная,7,757
2024-01-20,Западная,8,691
2024-01-20,Западная,9,765
2024-01-20,Западная,10,737
2024-01-20,Западная,11,451
2024-01-20,Западная,12,293
2024-01-20,Западная,13,378
2024-01-20,Западная,14,439
2024-01-20,Западная,15,318
2024-01-20,Западная,16,446
2024-01-20,Западная,17,776
2024-01-20,Западная,18,645
2024-01-20,Западная,19,816
2024-01-20,Западная,20,706
2024-01-20,Западная,21,221
2024-01-20,Западная,22,267
2024-01-20,Западная,23,231
2024-01-20,Северная,0,95
2024-01-20,Северная,1,119
2024-01-20,Северная,2,110
2024-01-20,Северная,3,100
2024-01-20,Северная,4,96
2024-01-20,Северная,5,101
2024-01-20,Северная,6,116
2024-01-20,Северная,7,740
2024-01-20,Северная,8,721
2024-01-20,Северная,9,885
2024-01-20,Северная,10,785
2024-01-20,Северная,11,433
2024-01-20,Северная,12,448
2024-01-20,Северная,13,417
2024-01-20,Северная,14,347
2024-01-20,Северная,15,423
2024-01-20,Северная,16,473
2024-01-20,Северная,17,909
2024-01-20,Северная,18,767
2024-01-20,Северная,19,773
2024-01-20,Северная,20,859
2024-01-20,Северная,21,270
2024-01-20,Северная,22,264
2024-01-20,Северная,23,217
2024-01-20,Южная,0,85
2024-01-20,Южная,1,89
2024-01-20,Южная,2,77
2024-01-20,Южная,3,85
2024-01-20,Южная,4,100
2024-01-20,Южная,5,86
2024-01-20,Южная,6,78
2024-01-20,Южная,7,540
2024-01-20,Южная,8,636
2024-01-20,Южная,9,607
2024-01-20,Южная,10,592
2024-01-20,Южная,11,374
2024-01-20,Южная,12,375
2024-01-20,Южная,13,372
2024-01-20,Южная,14,377
2024-01-20,Южная,15,331
2024-01-20,Южная,16,348
2024-01-20,Южная,17,596
2024-01-20,Южная,18,609
2024-01-20,Южная,19,660
2024-01-20,Южная,20,576
2024-01-20,Южная,21,206
2024-01-20,Южная,22,246
2024-01-20,Южная,23,223
2024-01-20,Университет,0,123
2024-01-20,Университет,1,135
2024-01-20,Университет,2,124
2024-01-20,Университет,3,125
2024-01-20,Университет,4,123
2024-01-20,Университет,5,129
2024-01-20,Университет,6,161
2024-01-20,Университет,7,1331
2024-01-20,Университет,8,1368
2024-01-20,Университет,9,1339
2024-01-20,Университет,10,1218
2024-01-20,Университет,11,596
2024-01-20,Университет,12,582
2024-01-20,Университет,13,528
2024-01-20,Университет,14,523
2024-01-20,Университет,15,619
2024-01-20,Университет,16,521
2024-01-20,Университет,17,938
2024-01-20,Университет,18,972
2024-01-20,Университет,19,979
2024-01-20,Университет,20,951
2024-01-20,Университет,21,313
2024-01-20,Университет,22,361
2024-01-20,Университет,23,342
2024-01-20,Парк,0,75
2024-01-20,Парк,1,68
2024-01-20,Парк,2,84
2024-01-20,Парк,3,71
2024-01-20,Парк,4,70
2024-01-20,Парк,5,93
2024-01-20,Парк,6,74
2024-01-20,Парк,7,483
2024-01-20,Парк,8,503
2024-01-20,Парк,9,503
2024-01-20,Парк,10,459
2024-01-20,Парк,11,321
2024-01-20,Парк,12,363
2024-01-20,Парк,13,333
2024-01-20,Парк,14,340
2024-01-20,Парк,15,282
2024-01-20,Парк,16,325
2024-01-20,Парк,17,680
2024-01-20,Парк,18,599
2024-01-20,Парк,19,588
2024-01-20,Парк,20,656
2024-01-20,Парк,21,214
2024-01-20,Парк,22,210
2024-01-20,Парк,23,195
2024-01-20,Речная,0,77
2024-01-20,Речная,1,82
2024-01-20,Речная,2,79
2024-01-20,Речная,3,63
2024-01-20,Речная,4,90
2024-01-20,Речная,5,65
2024-01-20,Речная,6,65
2024-01-20,Речная,7,499
2024-01-20,Речная,8,483
2024-01-20,Речная,9,501
2024-01-20,Речная,10,538
2024-01-20,Речная,11,327
2024-01-20,Речная,12,282
2024-01-20,Речная,13,306
2024-01-20,Речная,14,329
2024-01-20,Речная,15,330
2024-01-20,Речная,16,331
2024-01-20,Речная,17,540
2024-01-20,Речная,18,536
2024-01-20,Речная,19,486
2024-01-20,Речная,20,453
2024-01-20,Речная,21,188
2024-01-20,Речная,22,176
2024-01-20,Речная,23,200
2024-01-21,Центральная,0,169
2024-01-21,Центральная,1,177
2024-01-21,Центральная,2,176
2024-01-21,Центральная,3,196
2024-01-21,Центральная,4,193
2024-01-21,Центральная,5,183
2024-01-21,Центральная,6,186
2024-01-21,Центральная,7,1948
2024-01-21,Центральная,8,1482
2024-01-21,Центральная,9,1828
2024-01-21,Центральная,10,1874
2024-01-21,Центральная,11,835
2024-01-21,Центральная,12,810
2024-01-21,Центральная,13,714
2024-01-21,Центральная,14,728
2024-01-21,Центральная,15,801
2024-01-21,Центральная,16,725
2024-01-21,Центральная,17,1798
2024-01-21,Центральная,18,1606
2024-01-21,Центральная,19,1652
2024-01-21,Центральная,20,1877
2024-01-21,Центральная,21,441
2024-01-21,Центральная,22,429
2024-01-21,Центральная,23,449
2024-01-21,Восточная,0,116
2024-01-21,Восточная,1,111
2024-01-21,Восточная,2,114
2024-01-21,Восточная,3,114
2024-01-21,Восточная,4,111
2024-01-21,Восточная,5,113
2024-01-21,Восточная,6,105
2024-01-21,Восточная,7,907
2024-01-21,Восточная,8,806
2024-01-21,Восточная,9,856
2024-01-21,Восточная,10,855
2024-01-21,Восточная,11,457
2024-01-21,Восточная,12,515
2024-01-21,Восточная,13,472
2024-01-21,Восточная,14,478
2024-01-21,Восточная,15,436
2024-01-21,Восточная,16,483
2024-01-21,Восточная,17,930
2024-01-21,Восточная,18,813
2024-01-21,Восточная,19,764
2024-01-21,Восточная,20,742
2024-01-21,Восточная,21,289
2024-01-21,Восточная,22,262
2024-01-21,Восточная,23,299
2024-01-21,Западная,0,88
2024-01-21,Западная,1,83
2024-01-21,Западная,2,99
2024-01-21,Западная,3,85
2024-01-21,Западная,4,100
2024-01-21,Западная,5,103
2024-01-21,Западная,6,91
2024-01-21,Западная,7,730
2024-01-21,Западная,8,798
2024-01-21,Западная,9,691
2024-01-21,Западная,10,810
2024-01-21,Западная,11,388
2024-01-21,Западная,12,369
2024-01-21,Западная,13,402
2024-01-21,Западная,14,406
2024-01-21,Западная,15,435
2024-01-21,Западная,16,427
2024-01-21,Западная,17,794
2024-01-21,Западная,18,811
2024-01-21,Западная,19,782
2024-01-21,Западная,20,820
2024-01-21,Западная,21,229
2024-01-21,Западная,22,218
2024-01-21,Западная,23,243
2024-01-21,Северная,0,125
2024-01-21,Северная,1,109
2024-01-21,Северная,2,97
2024-01-21,Северная,3,114
2024-01-21,Северная,4,87
2024-01-21,Северная,5,101
2024-01-21,Северная,6,106
2024-01-21,Северная,7,760
2024-01-21,Северная,8,765
2024-01-21,Северная,9,792
2024-01-21,Северная,10,768
2024-01-21,Северная,11,403
2024-01-21,Северная,12,393
2024-01-21,Северная,13,376
2024-01-21,Северная,14,397
2024-01-21,Северная,15,427
2024-01-21,Северная,16,465
2024-01-21,Северная,17,733
2024-01-21,Северная,18,699
2024-01-21,Северная,19,874
2024-01-21,Северная,20,704
2024-01-21,Северная,21,260
2024-01-21,Северная,22,238
2024-01-21,Северная,23,243
2024-01-21,Южная,0,90
2024-01-21,Южная,1,91
2024-01-21,Южная,2,97
2024-01-21,Южная,3,92
2024-01-21,Южная,4,89
2024-01-21,Южная,5,92
2024-01-21,Южная,6,80
2024-01-21,Южная,7,698
2024-01-21,Южная,8,664
2024-01-21,Южная,9,661
2024-01-21,Южная,10,667
2024-01-21,Южная,11,323
2024-01-21,Южная,12,334
2024-01-21,Южная,13,371
2024-01-21,Южная,14,371
2024-01-21,Южная,15,384
2024-01-21,Южная,16,370
2024-01-21,Южная,17,603
2024-01-21,Южная,18,674
2024-01-21,Южная,19,629
2024-01-21,Южная,20,649
2024-01-21,Южная,21,241
2024-01-21,Южная,22,242
2024-01-21,Южная,23,226
2024-01-21,Университет,0,146
2024-01-21,Университет,1,141
2024-01-21,Университет,2,150
2024-01-21,Университет,3,163
2024-01-21,Университет,4,127
2024-01-21,Университет,5,130
2024-01-21,Университет,6,156
2024-01-21,Университет,7,1250
2024-01-21,Университет,8,1189
2024-01-21,Университет,9,1163
2024-01-21,Университет,10,1324
2024-01-21,Университет,11,603
2024-01-21,Университет,12,670
2024-01-21,Университет,13,573
2024-01-21,Университет,14,619
2024-01-21,Университет,15,653
2024-01-21,Университет,16,511
2024-01-21,Университет,17,846
2024-01-21,Университет,18,944
2024-01-21,Университет,19,881
2024-01-21,Университет,20,892
2024-01-21,Университет,21,328
2024-01-21,Университет,22,342
2024-01-21,Университет,23,321
2024-01-21,Парк,0,73
2024-01-21,Парк,1,84
2024-01-21,Парк,2,82
2024-01-21,Парк,3,88
2024-01-21,Парк,4,85
2024-01-21,Парк,5,84
2024-01-21,Парк,6,86
2024-01-21,Парк,7,463
2024-01-21,Парк,8,480
2024-01-21,Парк,9,511
2024-01-21,Парк,10,537
2024-01-21,Парк,11,358
2024-01-21,Парк,12,335
2024-01-21,Парк,13,336
2024-01-21,Парк,14,348
2024-01-21,Парк,15,309
2024-01-21,Парк,16,364
2024-01-21,Парк,17,676
2024-01-21,Парк,18,684
2024-01-21,Парк,19,687
2024-01-21,Парк,20,687
2024-01-21,Парк,21,173
2024-01-21,Парк,22,208
2024-01-21,Парк,23,181
2024-01-21,Речная,0,67
2024-01-21,Речная,1,72
2024-01-21,Речная,2,79
2024-01-21,Речная,3,75
2024-01-21,Речная,4,74
2024-01-21,Речная,5,83
2024-01-21,Речная,6,74
2024-01-21,Речная,7,450
2024-01-21,Речная,8,432
2024-01-21,Речная,9,453
2024-01-21,Речная,10,491
2024-01-21,Речная,11,266
2024-01-21,Речная,12,315
2024-01-21,Речная,13,312
2024-01-21,Речная,14,286
2024-01-21,Речная,15,307
2024-01-21,Речная,16,317
2024-01-21,Речная,17,481
2024-01-21,Речная,18,537
2024-01-21,Речная,19,478
2024-01-21,Речная,20,531
2024-01-21,Речная,21,204
2024-01-21,Речная,22,187
2024-01-21,Речная,23,164
2024-01-22,Центральная,0,262
2024-01-22,Центральная,1,262
2024-01-22,Центральная,2,243
2024-01-22,Центральная,3,234
2024-01-22,Центральная,4,253
2024-01-22,Центральная,5,279
2024-01-22,Центральная,6,278
2024-01-22,Центральная,7,2701
2024-01-22,Центральная,8,2456
2024-01-22,Центральная,9,2852
2024-01-22,Центральная,10,2298
2024-01-22,Центральная,11,1125
2024-01-22,Центральная,12,1066
2024-01-22,Центральная,13,1217
2024-01-22,Центральная,14,1090
2024-01-22,Центральная,15,997
2024-01-22,Центральная,16,1108
2024-01-22,Центральная,17,2375
2024-01-22,Центральная,18,2427
2024-01-22,Центральная,19,2803
2024-01-22,Центральная,20,2605
2024-01-22,Центральная,21,697
2024-01-22,Центральная,22,606
2024-01-22,Центральная,23,720
2024-01-22,Восточная,0,159
2024-01-22,Восточная,1,136
2024-01-22,Восточная,2,150
2024-01-22,Восточная,3,143
2024-01-22,Восточная,4,143
2024-01-22,Восточная,5,168
2024-01-22,Восточная,6,166
2024-01-22,Восточная,7,1413
2024-01-22,Восточная,8,1270
2024-01-22,Восточная,9,1407
2024-01-22,Восточная,10,1191
2024-01-22,Восточная,11,648
2024-01-22,Восточная,12,666
2024-01-22,Восточная,13,644
2024-01-22,Восточная,14,680
2024-01-22,Восточная,15,673
2024-01-22,Восточная,16,700
2024-01-22,Восточная,17,1198
2024-01-22,Восточная,18,1259
2024-01-22,Восточная,19,1125
2024-01-22,Восточная,20,1230
2024-01-22,Восточная,21,413
2024-01-22,Восточная,22,412
2024-01-22,Восточная,23,409
2024-01-22,Западная,0,113
2024-01-22,Западная,1,157
2024-01-22,Западная,2,126
2024-01-22,Западная,3,128
2024-01-22,Западная,4,133
2024-01-22,Западная,5,122
2024-01-22,Западная,6,155
2024-01-22,Западная,7,975
2024-01-22,Западная,8,969
2024-01-22,Западная,9,957
2024-01-22,Западная,10,1061
2024-01-22,Западная,11,633
2024-01-22,Западная,12,582
2024-01-22,Западная,13,534
2024-01-22,Западная,14,630
2024-01-22,Западная,15,582
2024-01-22,Западная,16,537
2024-01-22,Западная,17,1095
2024-01-22,Западная,18,1113
2024-01-22,Западная,19,1122
2024-01-22,Западная,20,1102
2024-01-22,Западная,21,342
2024-01-22,Западная,22,392
2024-01-22,Западная,23,419
2024-01-22,Северная,0,149
2024-01-22,Северная,1,136
2024-01-22,Северная,2,135
2024-01-22,Северная,3,157
2024-01-22,Северная,4,128
2024-01-22,Северная,5,145
2024-01-22,Северная,6,152
2024-01-22,Северная,7,1164
2024-01-22,Северная,8,1110
2024-01-22,Северная,9,1316
2024-01-22,Северная,10,1221
2024-01-22,Северная,11,591
2024-01-22,Северная,12,653
2024-01-22,Северная,13,605
2024-01-22,Северная,14,589
2024-01-22,Северная,15,594
2024-01-22,Северная,16,673
2024-01-22,Северная,17,1057
2024-01-22,Северная,18,1100
2024-01-22,Северная,19,1197
2024-01-22,Северная,20,1133
2024-01-22,Северная,21,376
2024-01-22,Северная,22,349
2024-01-22,Северная,23,437
2024-01-22,Южная,0,134
2024-01-22,Южная,1,102
2024-01-22,Южная,2,139
2024-01-22,Южная,3,113
2024-01-22,Южная,4,112
2024-01-22,Южная,5,118
2024-01-22,Южная,6,138
2024-01-22,Южная,7,890
2024-01-22,Южная,8,925
2024-01-22,Южная,9,788
2024-01-22,Южная,10,988
2024-01-22,Южная,11,513
2024-01-22,Южная,12,470
2024-01-22,Южная,13,538
2024-01-22,Южная,14,545
2024-01-22,Южная,15,528
2024-01-22,Южная,16,579
2024-01-22,Южная,17,915
2024-01-22,Южная,18,980
2024-01-22,Южная,19,871
2024-01-22,Южная,20,882
2024-01-22,Южная,21,336
2024-01-22,Южная,22,344
2024-01-22,Южная,23,306
2024-01-22,Университет,0,227
2024-01-22,Университет,1,199
2024-01-22,Университет,2,198
2024-01-22,Университет,3,204
2024-01-22,Университет,4,184
2024-01-22,Университет,5,171
2024-01-22,Университет,6,230
2024-01-22,Университет,7,1909
2024-01-22,Университет,8,1629
2024-01-22,Университет,9,1779
2024-01-22,Университет,10,1847
2024-01-22,Университет,11,792
2024-01-22,Университет,12,919
2024-01-22,Университет,13,792
2024-01-22,Университет,14,890
2024-01-22,Университет,15,783
2024-01-22,Университет,16,858
2024-01-22,Университет,17,1483
2024-01-22,Университет,18,1370
2024-01-22,Университет,19,1268
2024-01-22,Университет,20,1343
2024-01-22,Университет,21,523
2024-01-22,Университет,22,478
2024-01-22,Университет,23,479
2024-01-22,Парк,0,133
2024-01-22,Парк,1,130
2024-01-22,Парк,2,110
2024-01-22,Парк,3,104
2024-01-22,Парк,4,104
2024-01-22,Парк,5,106
2024-01-22,Парк,6,114
2024-01-22,Парк,7,710
2024-01-22,Парк,8,635
2024-01-22,Парк,9,723
2024-01-22,Парк,10,548
2024-01-22,Парк,11,492
2024-01-22,Парк,12,550
2024-01-22,Парк,13,440
2024-01-22,Парк,14,375
2024-01-22,Парк,15,493
2024-01-22,Парк,16,514
2024-01-22,Парк,17,880
2024-01-22,Парк,18,926
2024-01-22,Парк,19,1003
2024-01-22,Парк,20,1032
2024-01-22,Парк,21,306
2024-01-22,Парк,22,263
2024-01-22,Парк,23,296
2024-01-22,Речная,0,96
2024-01-22,Речная,1,104
2024-01-22,Речная,2,102
2024-01-22,Речная,3,99
2024-01-22,Речная,4,117
2024-01-22,Речная,5,102
2024-01-22,Речная,6,92
2024-01-22,Речная,7,717
2024-01-22,Речная,8,734
2024-01-22,Речная,9,698
2024-01-22,Речная,10,652
2024-01-22,Речная,11,419
2024-01-22,Речная,12,414
2024-01-22,Речная,13,417
2024-01-22,Речная,14,410
2024-01-22,Речная,15,427
2024-01-22,Речная,16,387
2024-01-22,Речная,17,739
2024-01-22,Речная,18,679
2024-01-22,Речная,19,775
2024-01-22,Речная,20,747
2024-01-22,Речная,21,292
2024-01-22,Речная,22,232
2024-01-22,Речная,23,290
2024-01-23,Центральная,0,258
2024-01-23,Центральная,1,273
2024-01-23,Центральная,2,279
2024-01-23,Центральная,3,281
2024-01-23,Центральная,4,262
2024-01-23,Центральная,5,270
2024-01-23,Центральная,6,259
2024-01-23,Центральная,7,2608
2024-01-23,Центральная,8,2289
2024-01-23,Центральная,9,2544
2024-01-23,Центральная,10,2768
2024-01-23,Центральная,11,1262
2024-01-23,Центральная,12,1180
2024-01-23,Центральная,13,1214
2024-01-23,Центральная,14,1133
2024-01-23,Центральная,15,1179
2024-01-23,Центральная,16,1256
2024-01-23,Центральная,17,2598
2024-01-23,Центральная,18,2278
2024-01-23,Центральная,19,2574
2024-01-23,Центральная,20,2648
2024-01-23,Центральная,21,609
2024-01-23,Центральная,22,589
2024-01-23,Центральная,23,626
2024-01-23,Восточная,0,146
2024-01-23,Восточная,1,173
2024-01-23,Восточная,2,184
2024-01-23,Восточная,3,170
2024-01-23,Восточная,4,143
2024-01-23,Восточная,5,164
2024-01-23,Восточная,6,150
2024-01-23,Восточная,7,1380
2024-01-23,Восточная,8,1261
2024-01-23,Восточная,9,1456
2024-01-23,Восточная,10,1425
2024-01-23,Восточная,11,657
2024-01-23,Восточная,12,702
2024-01-23,Восточная,13,678
2024-01-23,Восточная,14,768
2024-01-23,Восточная,15,572
2024-01-23,Восточная,16,697
2024-01-23,Восточная,17,1286
2024-01-23,Восточная,18,1135
2024-01-23,Восточная,19,1123
2024-01-23,Восточная,20,1186
2024-01-23,Восточная,21,375
2024-01-23,Восточная,22,387
2024-01-23,Восточная,23,371
2024-01-23,Западная,0,134
2024-01-23,Западная,1,113
2024-01-23,Западная,2,130
2024-01-23,Западная,3,142
2024-01-23,Западная,4,132
2024-01-23,Западная,5,132
2024-01-23,Западная,6,146
2024-01-23,Западная,7,1155
2024-01-23,Западная,8,965
2024-01-23,Западная,9,1124
2024-01-23,Западная,10,882
2024-01-23,Западная,11,531
2024-01-23,Западная,12,594
2024-01-23,Западная,13,581
2024-01-23,Западная,14,575
2024-01-23,Западная,15,609
2024-01-23,Западная,16,560
2024-01-23,Западная,17,1169
2024-01-23,Западная,18,1058
2024-01-23,Западная,19,1046
2024-01-23,Западная,20,936
2024-01-23,Западная,21,360
2024-01-23,Западная,22,318
2024-01-23,Западная,23,369
2024-01-23,Северная,0,159
2024-01-23,Северная,1,144
2024-01-23,Северная,2,148
2024-01-23,Северная,3,149
2024-01-23,Северная,4,145
2024-01-23,Северная,5,130
2024-01-23,Северная,6,164
2024-01-23,Северная,7,1095
2024-01-23,Северная,8,1196
2024-01-23,Северная,9,1174
2024-01-23,Северная,10,1174
2024-01-23,Северная,11,625
2024-01-23,Северная,12,659
2024-01-23,Северная,13,572
2024-01-23,Северная,14,663
2024-01-23,Северная,15,623
2024-01-23,Северная,16,616
2024-01-23,Северная,17,1070
2024-01-23,Северная,18,1102
2024-01-23,Северная,19,1158
2024-01-23,Северная,20,1003
2024-01-23,Северная,21,318
2024-01-23,Северная,22,360
2024-01-23,Северная,23,389
2024-01-23,Южная,0,122
2024-01-23,Южная,1,139
2024-01-23,Южная,2,139
2024-01-23,Южная,3,140
2024-01-23,Южная,4,140
2024-01-23,Южная,5,128
2024-01-23,Южная,6,131
2024-01-23,Южная,7,860
2024-01-23,Южная,8,714
2024-01-23,Южная,9,939
2024-01-23,Южная,10,853
2024-01-23,Южная,11,516
2024-01-23,Южная,12,420
2024-01-23,Южная,13,562
2024-01-23,Южная,14,516
2024-01-23,Южная,15,500
2024-01-23,Южная,16,476
2024-01-23,Южная,17,818
2024-01-23,Южная,18,815
2024-01-23,Южная,19,807
2024-01-23,Южная,20,776
2024-01-23,Южная,21,309
2024-01-23,Южная,22,306
2024-01-23,Южная,23,336
2024-01-23,Университет,0,170
2024-01-23,Университет,1,190
2024-01-23,Университет,2,183
2024-01-23,Университет,3,203
2024-01-23,Университет,4,197
2024-01-23,Университет,5,211
2024-01-23,Университет,6,227
2024-01-23,Университет,7,1760
2024-01-23,Университет,8,1834
2024-01-23,Университет,9,1654
2024-01-23,Университет,10,1742
2024-01-23,Университет,11,826
2024-01-23,Университет,12,966
2024-01-23,Университет,13,749
2024-01-23,Университет,14,816
2024-01-23,Университет,15,826
2024-01-23,Университет,16,775
2024-01-23,Университет,17,1357
2024-01-23,Университет,18,1321
2024-01-23,Университет,19,1332
2024-01-23,Университет,20,1243
2024-01-23,Университет,21,524
2024-01-23,Университет,22,458
2024-01-23,Университет,23,480
2024-01-23,Парк,0,124
2024-01-23,Парк,1,130
2024-01-23,Парк,2,109
2024-01-23,Парк,3,122
2024-01-23,Парк,4,116
2024-01-23,Парк,5,126
2024-01-23,Парк,6,118
2024-01-23,Парк,7,812
2024-01-23,Парк,8,802
2024-01-23,Парк,9,659
2024-01-23,Парк,10,696
2024-01-23,Парк,11,458
2024-01-23,Парк,12,484
2024-01-23,Парк,13,416
2024-01-23,Парк,14,422
2024-01-23,Парк,15,527
2024-01-23,Парк,16,500
2024-01-23,Парк,17,964
2024-01-23,Парк,18,844
2024-01-23,Парк,19,833
2024-01-23,Парк,20,895
2024-01-23,Парк,21,324
2024-01-23,Парк,22,294
2024-01-23,Парк,23,296
2024-01-23,Речная,0,114
2024-01-23,Речная,1,107
2024-01-23,Речная,2,105
2024-01-23,Речная,3,107
2024-01-23,Речная,4,102
2024-01-23,Речная,5,117
2024-01-23,Речная,6,103
2024-01-23,Речная,7,655
2024-01-23,Речная,8,733
2024-01-23,Речная,9,748
2024-01-23,Речная,10,669
2024-01-23,Речная,11,460
2024-01-23,Речная,12,472
2024-01-23,Речная,13,318
2024-01-23,Речная,14,374
2024-01-23,Речная,15,448
2024-01-23,Речная,16,402
2024-01-23,Речная,17,822
2024-01-23,Речная,18,743
2024-01-23,Речная,19,719
2024-01-23,Речная,20,728
2024-01-23,Речная,21,253
2024-01-23,Речная,22,247
2024-01-23,Речная,23,263
2024-01-24,Центральная,0,281
2024-01-24,Центральная,1,228
2024-01-24,Центральная,2,266
2024-01-24,Центральная,3,251
2024-01-24,Центральная,4,262
2024-01-24,Центральная,5,245
2024-01-24,Центральная,6,264
2024-01-24,Центральная,7,2253
2024-01-24,Центральная,8,2460
2024-01-24,Центральная,9,2413
2024-01-24,Центральная,10,2136
2024-01-24,Центральная,11,1123
2024-01-24,Центральная,12,842
2024-01-24,Центральная,13,1054
2024-01-24,Центральная,14,957
2024-01-24,Центральная,15,1109
2024-01-24,Центральная,16,1058
2024-01-24,Центральная,17,2780
2024-01-24,Центральная,18,2567
2024-01-24,Центральная,19,2565
2024-01-24,Центральная,20,2843
2024-01-24,Центральная,21,628
2024-01-24,Центральная,22,650
2024-01-24,Центральная,23,726
2024-01-24,Восточная,0,170
2024-01-24,Восточная,1,187
2024-01-24,Восточная,2,167
2024-01-24,Восточная,3,155
2024-01-24,Восточная,4,175
2024-01-24,Восточная,5,173
2024-01-24,Восточная,6,158
2024-01-24,Восточная,7,1408
2024-01-24,Восточная,8,1341
2024-01-24,Восточная,9,1403
2024-01-24,Восточная,10,1353
2024-01-24,Восточная,11,667
2024-01-24,Восточная,12,766
2024-01-24,Восточная,13,699
2024-01-24,Восточная,14,603
2024-01-24,Восточная,15,686
2024-01-24,Восточная,16,658
2024-01-24,Восточная,17,1199
2024-01-24,Восточная,18,1192
2024-01-24,Восточная,19,1204
2024-01-24,Восточная,20,1011
2024-01-24,Восточная,21,354
2024-01-24,Восточная,22,450
2024-01-24,Восточная,23,404
2024-01-24,Западная,0,151
2024-01-24,Западная,1,142
2024-01-24,Западная,2,130
2024-01-24,Западная,3,118
2024-01-24,Западная,4,142
2024-01-24,Западная,5,142
2024-01-24,Западная,6,155
2024-01-24,Западная,7,1009
2024-01-24,Западная,8,1032
2024-01-24,Западная,9,877
2024-01-24,Западная,10,976
2024-01-24,Западная,11,581
2024-01-24,Западная,12,554
2024-01-24,Западная,13,530
2024-01-24,Западная,14,634
2024-01-24,Западная,15,643
2024-01-24,Западная,16,521
2024-01-24,Западная,17,1110
2024-01-24,Западная,18,1064
2024-01-24,Западная,19,1232
2024-01-24,Западная,20,1122
2024-01-24,Западная,21,358
2024-01-24,Западная,22,316
2024-01-24,Западная,23,378
2024-01-24,Северная,0,144
2024-01-24,Северная,1,169
2024-01-24,Северная,2,160
