date,category,region,sales,income
2025-03-24,greens,kansk,201,29627
2025-03-24,flowers,krasnoyarsk,202,158170
2025-03-24,flowers,irkutsk,198,159395
2025-03-24,flowers,kansk,201,209452
2025-03-25,mushrooms,krasnoyarsk,199,86318
2025-03-25,mushrooms,irkutsk,200,104822
2025-03-25,mushrooms,kansk,198,93226
2025-03-25,fruits,krasnoyarsk,203,58299
2025-03-25,fruits,irkutsk,198,58912
2025-03-25,fruits,kansk,202,65938
2025-03-25,vegetables,krasnoyarsk,202,41076
2025-03-25,vegetables,irkutsk,199,39714
2025-03-25,vegetables,kansk,202,37778
2025-03-25,greens,krasnoyarsk,198,30024
2025-03-25,greens,irkutsk,199,28608
2025-03-25,greens,kansk,199,26630
2025-03-25,flowers,krasnoyarsk,198,192018
2025-03-25,flowers,irkutsk,195,133456
2025-03-25,flowers,kansk,199,139952
2025-03-26,mushrooms,krasnoyarsk,196,94956
2025-03-26,mushrooms,irkutsk,201,94180
2025-03-26,mushrooms,kansk,198,69339
2025-03-26,fruits,krasnoyarsk,200,57744
2025-03-26,fruits,irkutsk,201,47934
2025-03-26,fruits,kansk,198,64159
2025-03-26,vegetables,krasnoyarsk,198,33305
2025-03-26,vegetables,irkutsk,202,43302
2025-03-26,vegetables,kansk,200,42898
2025-03-26,greens,krasnoyarsk,197,26937
2025-03-26,greens,irkutsk,200,30418
2025-03-26,greens,kansk,201,31034
2025-03-26,flowers,krasnoyarsk,199,174218
2025-03-26,flowers,irkutsk,199,171762
2025-03-26,flowers,kansk,202,145557
2025-03-27,mushrooms,krasnoyarsk,195,86392
2025-03-27,mushrooms,irkutsk,199,97131
2025-03-27,mushrooms,kansk,197,92075
2025-03-27,fruits,krasnoyarsk,203,63279
2025-03-27,fruits,irkutsk,204,66491
2025-03-27,fruits,kansk,198,55398
2025-03-27,vegetables,krasnoyarsk,200,40182
2025-03-27,vegetables,irkutsk,202,42945
2025-03-27,vegetables,kansk,201,40497
2025-03-27,greens,krasnoyarsk,200,28895
2025-03-27,greens,irkutsk,199,27296
2025-03-27,greens,kansk,202,29083
2025-03-27,flowers,krasnoyarsk,201,151650
2025-03-27,flowers,irkutsk,199,116697
2025-03-27,flowers,kansk,203,125451
2025-03-28,mushrooms,krasnoyarsk,201,89971
2025-03-28,mushrooms,irkutsk,198,110672
2025-03-28,mushrooms,kansk,199,109282
2025-03-28,fruits,krasnoyarsk,199,68623
2025-03-28,fruits,irkutsk,198,60633
2025-03-28,fruits,kansk,200,69910
2025-03-28,vegetables,krasnoyarsk,201,42095
2025-03-28,vegetables,irkutsk,199,42291
2025-03-28,vegetables,kansk,200,42400
2025-03-28,greens,krasnoyarsk,200,32742
2025-03-28,greens,irkutsk,196,24531
2025-03-28,greens,kansk,201,27920
2025-03-28,flowers,krasnoyarsk,199,134880
2025-03-28,flowers,irkutsk,200,143546
2025-03-28,flowers,kansk,200,170090
2025-03-29,mushrooms,krasnoyarsk,200,90188
2025-03-29,mushrooms,irkutsk,201,110258
2025-03-29,mushrooms,kansk,201,96463
2025-03-29,fruits,krasnoyarsk,195,53217
2025-03-29,fruits,irkutsk,202,56871
2025-03-29,fruits,kansk,199,67254
2025-03-29,vegetables,krasnoyarsk,197,35974
2025-03-29,vegetables,irkutsk,198,29963
2025-03-29,vegetables,kansk,199,44363
2025-03-29,greens,krasnoyarsk,202,28732
2025-03-29,greens,irkutsk,198,25631
2025-03-29,greens,kansk,199,29360
2025-03-29,flowers,krasnoyarsk,200,127138
2025-03-29,flowers,irkutsk,202,176556
2025-03-29,flowers,kansk,196,166870
2025-03-30,mushrooms,krasnoyarsk,200,110222
2025-03-30,mushrooms,irkutsk,199,105772
2025-03-30,mushrooms,kansk,201,99189
2025-03-30,fruits,krasnoyarsk,205,60507
2025-03-30,fruits,irkutsk,199,61650
2025-03-30,fruits,kansk,198,67026
2025-03-30,vegetables,krasnoyarsk,197,35761
2025-03-30,vegetables,irkutsk,198,33026
2025-03-30,vegetables,kansk,201,37162
2025-03-30,greens,krasnoyarsk,200,32082
2025-03-30,greens,irkutsk,204,33535
2025-03-30,greens,kansk,197,34118
2025-03-30,flowers,krasnoyarsk,199,148730
2025-03-30,flowers,irkutsk,201,138213
2025-03-30,flowers,kansk,200,146436
2025-03-31,mushrooms,krasnoyarsk,199,103306
2025-03-31,mushrooms,irkutsk,196,113092
2025-03-31,mushrooms,kansk,202,113521
2025-03-31,fruits,krasnoyarsk,199,67285
2025-03-31,fruits,irkutsk,198,54986
2025-03-31,fruits,kansk,200,66072
2025-03-31,vegetables,krasnoyarsk,198,40164
2025-03-31,vegetables,irkutsk,200,37964
2025-03-31,vegetables,kansk,200,40870
2025-03-31,greens,krasnoyarsk,199,29802
2025-03-31,greens,irkutsk,202,27532
2025-03-31,greens,kansk,199,30598
2025-03-31,flowers,krasnoyarsk,197,139085
2025-03-31,flowers,irkutsk,202,170791
2025-03-31,flowers,kansk,199,152810
2025-04-01,mushrooms,krasnoyarsk,199,93571
2025-04-01,mushrooms,irkutsk,200,89780
2025-04-01,mushrooms,kansk,201,85348
2025-04-01,fruits,krasnoyarsk,198,53721
2025-04-01,fruits,irkutsk,200,67504
2025-04-01,fruits,kansk,197,67748
2025-04-01,vegetables,krasnoyarsk,199,39551
2025-04-01,vegetables,irkutsk,199,43557
2025-04-01,vegetables,kansk,199,40209
2025-04-01,greens,krasnoyarsk,199,28757
2025-04-01,greens,irkutsk,200,31172
2025-04-01,greens,kansk,199,24154
2025-04-01,flowers,krasnoyarsk,201,178972
2025-04-01,flowers,irkutsk,200,204368
2025-04-01,flowers,kansk,203,179588
2025-04-02,mushrooms,krasnoyarsk,198,96926
2025-04-02,mushrooms,irkutsk,201,106879
2025-04-02,mushrooms,kansk,197,94183
2025-04-02,fruits,krasnoyarsk,199,52947
2025-04-02,fruits,irkutsk,201,57126
2025-04-02,fruits,kansk,199,55572
2025-04-02,vegetables,krasnoyarsk,200,40004
2025-04-02,vegetables,irkutsk,199,38586
2025-04-02,vegetables,kansk,198,39532
2025-04-02,greens,krasnoyarsk,202,26585
2025-04-02,greens,irkutsk,199,26037
2025-04-02,greens,kansk,201,27796
2025-04-02,flowers,krasnoyarsk,199,160859
2025-04-02,flowers,irkutsk,199,166276
2025-04-02,flowers,kansk,198,149402
2025-04-03,mushrooms,krasnoyarsk,199,107390
2025-04-03,mushrooms,irkutsk,200,99848
2025-04-03,mushrooms,kansk,201,105010
2025-04-03,fruits,krasnoyarsk,202,53467
2025-04-03,fruits,irkutsk,200,56641
2025-04-03,fruits,kansk,196,62353
2025-04-03,vegetables,krasnoyarsk,200,40870
2025-04-03,vegetables,irkutsk,197,45215
2025-04-03,vegetables,kansk,198,30361
2025-04-03,greens,krasnoyarsk,198,29008
2025-04-03,greens,irkutsk,200,29066
2025-04-03,greens,kansk,197,26813
2025-04-03,flowers,krasnoyarsk,199,152312
2025-04-03,flowers,irkutsk,199,152258
2025-04-03,flowers,kansk,199,143548
2025-04-04,mushrooms,krasnoyarsk,199,83480
2025-04-04,mushrooms,irkutsk,198,86692
2025-04-04,mushrooms,kansk,199,96473
2025-04-04,fruits,krasnoyarsk,201,54173
2025-04-04,fruits,irkutsk,198,58221
2025-04-04,fruits,kansk,196,55356
2025-04-04,vegetables,krasnoyarsk,203,40409
2025-04-04,vegetables,irkutsk,201,42459
2025-04-04,vegetables,kansk,201,46923
2025-04-04,greens,krasnoyarsk,200,28668
2025-04-04,greens,irkutsk,200,26558
2025-04-04,greens,kansk,200,27956
2025-04-04,flowers,krasnoyarsk,198,165466
2025-04-04,flowers,irkutsk,197,150513
2025-04-04,flowers,kansk,197,169250
2025-04-05,mushrooms,krasnoyarsk,203,116166
2025-04-05,mushrooms,irkutsk,202,100484
2025-04-05,mushrooms,kansk,197,110570
2025-04-05,fruits,krasnoyarsk,196,52118
2025-04-05,fruits,irkutsk,199,58864
2025-04-05,fruits,kansk,203,57859
2025-04-05,vegetables,krasnoyarsk,198,40510
2025-04-05,vegetables,irkutsk,199,34972
2025-04-05,vegetables,kansk,199,42997
2025-04-05,greens,krasnoyarsk,196,33306
2025-04-05,greens,irkutsk,196,32024
2025-04-05,greens,kansk,202,33049
2025-04-05,flowers,krasnoyarsk,196,183001
2025-04-05,flowers,irkutsk,200,155272
2025-04-05,flowers,kansk,199,174383
2025-04-06,mushrooms,krasnoyarsk,199,117702
2025-04-06,mushrooms,irkutsk,199,102471
2025-04-06,mushrooms,kansk,200,90288
2025-04-06,fruits,krasnoyarsk,198,69571
2025-04-06,fruits,irkutsk,198,44534
2025-04-06,fruits,kansk,197,58778
2025-04-06,vegetables,krasnoyarsk,202,41486
2025-04-06,vegetables,irkutsk,197,40731
2025-04-06,vegetables,kansk,199,39724
2025-04-06,greens,krasnoyarsk,202,32469
2025-04-06,greens,irkutsk,196,28653
2025-04-06,greens,kansk,202,37022
2025-04-06,flowers,krasnoyarsk,197,136907
2025-04-06,flowers,irkutsk,199,121427
2025-04-06,flowers,kansk,197,155915
2025-04-07,mushrooms,krasnoyarsk,197,86461
2025-04-07,mushrooms,irkutsk,199,96393
2025-04-07,mushrooms,kansk,203,100326
2025-04-07,fruits,krasnoyarsk,200,56786
2025-04-07,fruits,irkutsk,200,58394
2025-04-07,fruits,kansk,198,60572
2025-04-07,vegetables,krasnoyarsk,199,34249
2025-04-07,vegetables,irkutsk,203,38821
2025-04-07,vegetables,kansk,200,44334
2025-04-07,greens,krasnoyarsk,198,29896
2025-04-07,greens,irkutsk,198,32563
2025-04-07,greens,kansk,200,27006
2025-04-07,flowers,krasnoyarsk,200,164396
2025-04-07,flowers,irkutsk,200,136204
2025-04-07,flowers,kansk,197,160832
2025-04-08,mushrooms,krasnoyarsk,205,114963
2025-04-08,mushrooms,irkutsk,198,103217
2025-04-08,mushrooms,kansk,199,89400
2025-04-08,fruits,krasnoyarsk,199,67068
2025-04-08,fruits,irkutsk,200,62700
2025-04-08,fruits,kansk,201,66334
2025-04-08,vegetables,krasnoyarsk,199,39191
2025-04-08,vegetables,irkutsk,194,41310
2025-04-08,vegetables,kansk,195,37679
2025-04-08,greens,krasnoyarsk,198,32357
2025-04-08,greens,irkutsk,201,28728
2025-04-08,greens,kansk,195,29359
2025-04-08,flowers,krasnoyarsk,200,139186
2025-04-08,flowers,irkutsk,200,138848
2025-04-08,flowers,kansk,201,193743
2025-04-09,mushrooms,krasnoyarsk,202,111376
2025-04-09,mushrooms,irkutsk,197,108586
2025-04-09,mushrooms,kansk,198,101480
2025-04-09,fruits,krasnoyarsk,200,64982
2025-04-09,fruits,irkutsk,202,68447
2025-04-09,fruits,kansk,198,67147
2025-04-09,vegetables,krasnoyarsk,203,39749
2025-04-09,vegetables,irkutsk,202,46583
2025-04-09,vegetables,kansk,201,43058
2025-04-09,greens,krasnoyarsk,198,31226
2025-04-09,greens,irkutsk,197,26480
2025-04-09,greens,kansk,198,30529
2025-04-09,flowers,krasnoyarsk,200,166776
2025-04-09,flowers,irkutsk,198,176493
2025-04-09,flowers,kansk,198,178261
2025-04-10,mushrooms,krasnoyarsk,199,107581
2025-04-10,mushrooms,irkutsk,200,106796
2025-04-10,mushrooms,kansk,201,110676
2025-04-10,fruits,krasnoyarsk,203,68609
2025-04-10,fruits,irkutsk,199,64746
2025-04-10,fruits,kansk,200,55850
2025-04-10,vegetables,krasnoyarsk,198,36525
2025-04-10,vegetables,irkutsk,198,43839
2025-04-10,vegetables,kansk,200,37310
2025-04-10,greens,krasnoyarsk,198,30533
2025-04-10,greens,irkutsk,202,29724
2025-04-10,greens,kansk,198,30060
2025-04-10,flowers,krasnoyarsk,198,131660
2025-04-10,flowers,irkutsk,201,132495
2025-04-10,flowers,kansk,199,185235
2025-04-11,mushrooms,krasnoyarsk,200,91474
2025-04-11,mushrooms,irkutsk,199,103895
2025-04-11,mushrooms,kansk,197,90304
2025-04-11,fruits,krasnoyarsk,198,55867
2025-04-11,fruits,irkutsk,201,59843
2025-04-11,fruits,kansk,197,50483
2025-04-11,vegetables,krasnoyarsk,200,36978
2025-04-11,vegetables,irkutsk,198,42261
2025-04-11,vegetables,kansk,200,42070
2025-04-11,greens,krasnoyarsk,198,27508
2025-04-11,greens,irkutsk,199,34514
2025-04-11,greens,kansk,197,30503
2025-04-11,flowers,krasnoyarsk,203,141428
2025-04-11,flowers,irkutsk,201,116839
2025-04-11,flowers,kansk,200,173478
2025-04-12,mushrooms,krasnoyarsk,199,93179
2025-04-12,mushrooms,irkutsk,199,105272
2025-04-12,mushrooms,kansk,198,90977
2025-04-12,fruits,krasnoyarsk,197,59941
2025-04-12,fruits,irkutsk,201,56836
2025-04-12,fruits,kansk,195,65502
2025-04-12,vegetables,krasnoyarsk,200,37398
2025-04-12,vegetables,irkutsk,197,42219
2025-04-12,vegetables,kansk,200,43606
2025-04-12,greens,krasnoyarsk,196,22296
2025-04-12,greens,irkutsk,198,24916
2025-04-12,greens,kansk,200,29402
2025-04-12,flowers,krasnoyarsk,200,157480
2025-04-12,flowers,irkutsk,197,182016
2025-04-12,flowers,kansk,197,177520
2025-04-13,mushrooms,krasnoyarsk,199,96841
2025-04-13,mushrooms,irkutsk,196,85348
2025-04-13,mushrooms,kansk,201,91573
2025-04-13,fruits,krasnoyarsk,204,63943
2025-04-13,fruits,irkutsk,201,59538
2025-04-13,fruits,kansk,201,66830
2025-04-13,vegetables,krasnoyarsk,197,45837
2025-04-13,vegetables,irkutsk,200,41258
2025-04-13,vegetables,kansk,202,36327
2025-04-13,greens,krasnoyarsk,199,27364
2025-04-13,greens,irkutsk,205,32918
2025-04-13,greens,kansk,200,27298
2025-04-13,flowers,krasnoyarsk,200,166828
2025-04-13,flowers,irkutsk,198,132420
2025-04-13,flowers,kansk,200,175872
2025-04-14,mushrooms,krasnoyarsk,198,88636
2025-04-14,mushrooms,irkutsk,198,102397
2025-04-14,mushrooms,kansk,197,105006
2025-04-14,fruits,krasnoyarsk,200,57696
2025-04-14,fruits,irkutsk,201,56975
2025-04-14,fruits,kansk,200,56810
2025-04-14,vegetables,krasnoyarsk,199,37835
2025-04-14,vegetables,irkutsk,202,42082
2025-04-14,vegetables,kansk,200,40268
2025-04-14,greens,krasnoyarsk,199,33061
2025-04-14,greens,irkutsk,203,29660
2025-04-14,greens,kansk,201,32594
2025-04-14,flowers,krasnoyarsk,199,153797
2025-04-14,flowers,irkutsk,200,154294
2025-04-14,flowers,kansk,201,175740
2025-04-15,mushrooms,krasnoyarsk,201,106984
2025-04-15,mushrooms,irkutsk,202,97842
2025-04-15,mushrooms,kansk,199,110387
2025-04-15,fruits,krasnoyarsk,196,50244
2025-04-15,fruits,irkutsk,193,67042
2025-04-15,fruits,kansk,200,57878
2025-04-15,vegetables,krasnoyarsk,199,34291
2025-04-15,vegetables,irkutsk,202,44437
2025-04-15,vegetables,kansk,200,42708
2025-04-15,greens,krasnoyarsk,201,30065
2025-04-15,greens,irkutsk,199,29189
2025-04-15,greens,kansk,201,27864
2025-04-15,flowers,krasnoyarsk,199,136539
2025-04-15,flowers,irkutsk,198,157754
2025-04-15,flowers,kansk,199,129535
2025-04-16,mushrooms,krasnoyarsk,203,112185
2025-04-16,mushrooms,irkutsk,201,102737
2025-04-16,mushrooms,kansk,199,115883
2025-04-16,fruits,krasnoyarsk,200,56912
2025-04-16,fruits,irkutsk,200,64476
2025-04-16,fruits,kansk,199,54460
2025-04-16,vegetables,krasnoyarsk,199,41228
2025-04-16,vegetables,irkutsk,198,41833
2025-04-16,vegetables,kansk,198,41275
2025-04-16,greens,krasnoyarsk,199,33565
2025-04-16,greens,irkutsk,197,28399
2025-04-16,greens,kansk,199,32827
2025-04-16,flowers,krasnoyarsk,199,121451
2025-04-16,flowers,irkutsk,204,141941
2025-04-16,flowers,kansk,203,146196
2025-04-17,mushrooms,krasnoyarsk,202,96115
2025-04-17,mushrooms,irkutsk,196,92953
2025-04-17,mushrooms,kansk,197,109429
2025-04-17,fruits,krasnoyarsk,203,72069
2025-04-17,fruits,irkutsk,202,69887
2025-04-17,fruits,kansk,198,56424
2025-04-17,vegetables,krasnoyarsk,198,48100
2025-04-17,vegetables,irkutsk,193,45675
2025-04-17,vegetables,kansk,200,37256
2025-04-17,greens,krasnoyarsk,197,28324
2025-04-17,greens,irkutsk,203,32041
2025-04-17,greens,kansk,199,26809
2025-04-17,flowers,krasnoyarsk,199,192528
2025-04-17,flowers,irkutsk,199,167148
2025-04-17,flowers,kansk,200,165134
2025-04-18,mushrooms,krasnoyarsk,198,101718
2025-04-18,mushrooms,irkutsk,205,96315
2025-04-18,mushrooms,kansk,199,96694
2025-04-18,fruits,krasnoyarsk,199,49742
2025-04-18,fruits,irkutsk,202,47231
2025-04-18,fruits,kansk,202,59919
2025-04-18,vegetables,krasnoyarsk,196,30133
2025-04-18,vegetables,irkutsk,202,44274
2025-04-18,vegetables,kansk,201,42079
2025-04-18,greens,krasnoyarsk,202,33263
2025-04-18,greens,irkutsk,202,26035
2025-04-18,greens,kansk,199,28072
2025-04-18,flowers,krasnoyarsk,200,179906
2025-04-18,flowers,irkutsk,199,128384
2025-04-18,flowers,kansk,204,139187
2025-04-19,mushrooms,krasnoyarsk,203,82698
2025-04-19,mushrooms,irkutsk,198,106840
2025-04-19,mushrooms,kansk,200,109382
2025-04-19,fruits,krasnoyarsk,199,58137
2025-04-19,fruits,irkutsk,198,59645
2025-04-19,fruits,kansk,198,64934
2025-04-19,vegetables,krasnoyarsk,201,35743
2025-04-19,vegetables,irkutsk,201,42939
2025-04-19,vegetables,kansk,200,45376
2025-04-19,greens,krasnoyarsk,196,31336
2025-04-19,greens,irkutsk,198,33784
2025-04-19,greens,kansk,198,25288
2025-04-19,flowers,krasnoyarsk,197,147495
2025-04-19,flowers,irkutsk,198,136085
2025-04-19,flowers,kansk,200,204210
2025-04-20,mushrooms,krasnoyarsk,202,100618
2025-04-20,mushrooms,irkutsk,196,82098
2025-04-20,mushrooms,kansk,198,85874
2025-04-20,fruits,krasnoyarsk,200,62690
2025-04-20,fruits,irkutsk,200,54564
2025-04-20,fruits,kansk,198,58984
2025-04-20,vegetables,krasnoyarsk,197,42100
2025-04-20,vegetables,irkutsk,200,42838
2025-04-20,vegetables,kansk,202,49550
2025-04-20,greens,krasnoyarsk,200,32506
2025-04-20,greens,irkutsk,198,31422
2025-04-20,greens,kansk,202,30130
2025-04-20,flowers,krasnoyarsk,197,188659
2025-04-20,flowers,irkutsk,201,159043
2025-04-20,flowers,kansk,199,154083
2025-04-21,mushrooms,krasnoyarsk,203,95338
2025-04-21,mushrooms,irkutsk,198,94455
2025-04-21,mushrooms,kansk,198,116669
2025-04-21,fruits,krasnoyarsk,198,54479
2025-04-21,fruits,irkutsk,198,50282
2025-04-21,fruits,kansk,202,72414
2025-04-21,vegetables,krasnoyarsk,199,34015
2025-04-21,vegetables,irkutsk,202,44490
2025-04-21,vegetables,kansk,198,44700
2025-04-21,greens,krasnoyarsk,202,30039
2025-04-21,greens,irkutsk,201,28031
2025-04-21,greens,kansk,200,27470
2025-04-21,flowers,krasnoyarsk,202,140670
2025-04-21,flowers,irkutsk,201,177959
2025-04-21,flowers,kansk,199,176499
2025-04-22,mushrooms,krasnoyarsk,199,106439
2025-04-22,mushrooms,irkutsk,199,107388
2025-04-22,mushrooms,kansk,198,98455
2025-04-22,fruits,krasnoyarsk,204,63774
2025-04-22,fruits,irkutsk,198,57099
2025-04-22,fruits,kansk,199,69128
2025-04-22,vegetables,krasnoyarsk,198,42724
2025-04-22,vegetables,irkutsk,199,49280
2025-04-22,vegetables,kansk,197,41080
2025-04-22,greens,krasnoyarsk,197,25745
2025-04-22,greens,irkutsk,201,33223
2025-04-22,greens,kansk,202,28152
2025-04-22,flowers,krasnoyarsk,198,213818
2025-04-22,flowers,irkutsk,201,151588
2025-04-22,flowers,kansk,202,146831
2025-04-23,mushrooms,krasnoyarsk,199,91928
2025-04-23,mushrooms,irkutsk,197,116405
2025-04-23,mushrooms,kansk,200,102272
2025-04-23,fruits,krasnoyarsk,199,55616
2025-04-23,fruits,irkutsk,198,58655
2025-04-23,fruits,kansk,200,55924
2025-04-23,vegetables,krasnoyarsk,200,42954
2025-04-23,vegetables,irkutsk,197,43990
2025-04-23,vegetables,kansk,202,37654
2025-04-23,greens,krasnoyarsk,199,33750
2025-04-23,greens,irkutsk,199,26602
2025-04-23,greens,kansk,202,25722
2025-04-23,flowers,krasnoyarsk,200,148854
2025-04-23,flowers,irkutsk,201,151172
2025-04-23,flowers,kansk,199,140354
2025-04-24,mushrooms,krasnoyarsk,196,95918
2025-04-24,mushrooms,irkutsk,198,93491
2025-04-24,mushrooms,kansk,198,99051
2025-04-24,fruits,krasnoyarsk,197,57780
2025-04-24,fruits,irkutsk,201,59246
2025-04-24,fruits,kansk,201,70022
2025-04-24,vegetables,krasnoyarsk,198,29937
2025-04-24,vegetables,irkutsk,200,34868
2025-04-24,vegetables,kansk,199,41855
2025-04-24,greens,krasnoyarsk,201,26630
2025-04-24,greens,irkutsk,200,35254
2025-04-24,greens,kansk,200,28438
2025-04-24,flowers,krasnoyarsk,200,190380
2025-04-24,flowers,irkutsk,201,150820
2025-04-24,flowers,kansk,203,152954
2025-04-25,mushrooms,krasnoyarsk,197,98478
2025-04-25,mushrooms,irkutsk,199,88568
2025-04-25,mushrooms,kansk,199,90923
2025-04-25,fruits,krasnoyarsk,198,56152
2025-04-25,fruits,irkutsk,198,58687
2025-04-25,fruits,kansk,197,54289
2025-04-25,vegetables,krasnoyarsk,201,44404
2025-04-25,vegetables,irkutsk,201,38372
2025-04-25,vegetables,kansk,201,46107
2025-04-25,greens,krasnoyarsk,199,31736
2025-04-25,greens,irkutsk,198,31923
2025-04-25,greens,kansk,198,30018
2025-04-25,flowers,krasnoyarsk,194,198103
2025-04-25,flowers,irkutsk,198,149798
2025-04-25,flowers,kansk,201,161378
2025-04-26,mushrooms,krasnoyarsk,196,98623
2025-04-26,mushrooms,irkutsk,196,104491
2025-04-26,mushrooms,kansk,202,82129
2025-04-26,fruits,krasnoyarsk,197,60490
2025-04-26,fruits,irkutsk,200,65316
2025-04-26,fruits,kansk,200,61496
2025-04-26,vegetables,krasnoyarsk,203,38320
2025-04-26,vegetables,irkutsk,200,39014
2025-04-26,vegetables,kansk,199,37266
2025-04-26,greens,krasnoyarsk,201,33281
2025-04-26,greens,irkutsk,197,34272
2025-04-26,greens,kansk,199,31903
2025-04-26,flowers,krasnoyarsk,197,119200
2025-04-26,flowers,irkutsk,198,169844
2025-04-26,flowers,kansk,198,177865
2025-04-27,mushrooms,krasnoyarsk,196,94905
2025-04-27,mushrooms,irkutsk,199,98704
2025-04-27,mushrooms,kansk,201,105098
2025-04-27,fruits,krasnoyarsk,199,68629
2025-04-27,fruits,irkutsk,201,45838
2025-04-27,fruits,kansk,201,65282
2025-04-27,vegetables,krasnoyarsk,198,40409
2025-04-27,vegetables,irkutsk,199,40536
2025-04-27,vegetables,kansk,198,42805
2025-04-27,greens,krasnoyarsk,198,26377
2025-04-27,greens,irkutsk,201,27762
2025-04-27,greens,kansk,197,25842
2025-04-27,flowers,krasnoyarsk,198,149884
2025-04-27,flowers,irkutsk,201,126784
2025-04-27,flowers,kansk,198,148961
2025-04-28,mushrooms,krasnoyarsk,199,112936
2025-04-28,mushrooms,irkutsk,200,105198
2025-04-28,mushrooms,kansk,199,112327
2025-04-28,fruits,krasnoyarsk,202,61355
2025-04-28,fruits,irkutsk,200,58266
2025-04-28,fruits,kansk,199,57126
2025-04-28,vegetables,krasnoyarsk,198,42498
2025-04-28,vegetables,irkutsk,198,43199
2025-04-28,vegetables,kansk,201,47530
2025-04-28,greens,krasnoyarsk,198,33374
2025-04-28,greens,irkutsk,203,30167
2025-04-28,greens,kansk,200,32132
2025-04-28,flowers,krasnoyarsk,202,181125
2025-04-28,flowers,irkutsk,199,192723
2025-04-28,flowers,kansk,197,151004
2025-04-29,mushrooms,krasnoyarsk,196,96692
2025-04-29,mushrooms,irkutsk,197,101776
2025-04-29,mushrooms,kansk,196,95440
2025-04-29,fruits,krasnoyarsk,199,59899
2025-04-29,fruits,irkutsk,200,60817
2025-04-29,fruits,kansk,201,61745
2025-04-29,vegetables,krasnoyarsk,200,37412
2025-04-29,vegetables,irkutsk,200,45280
2025-04-29,vegetables,kansk,200,38624
2025-04-29,greens,krasnoyarsk,205,29698
2025-04-29,greens,irkutsk,200,32900
2025-04-29,greens,kansk,200,30795
2025-04-29,flowers,krasnoyarsk,198,154428
2025-04-29,flowers,irkutsk,196,163254
2025-04-29,flowers,kansk,203,179123
2025-04-30,mushrooms,krasnoyarsk,199,105710
2025-04-30,mushrooms,irkutsk,198,99275
2025-04-30,mushrooms,kansk,201,89756
2025-04-30,fruits,krasnoyarsk,199,57909
2025-04-30,fruits,irkutsk,200,56116
2025-04-30,fruits,kansk,200,62440
2025-04-30,vegetables,krasnoyarsk,196,36632
2025-04-30,vegetables,irkutsk,198,35812
2025-04-30,vegetables,kansk,197,37861
2025-04-30,greens,krasnoyarsk,194,27643
2025-04-30,greens,irkutsk,200,35392
2025-04-30,greens,kansk,200,34438
2025-04-30,flowers,krasnoyarsk,201,156070
2025-04-30,flowers,irkutsk,200,165840
2025-04-30,flowers,kansk,203,159460
2025-05-01,mushrooms,krasnoyarsk,198,112432
2025-05-01,mushrooms,irkutsk,197,101687
2025-05-01,mushrooms,kansk,200,109661
2025-05-01,fruits,krasnoyarsk,204,62205
2025-05-01,fruits,irkutsk,200,60117
2025-05-01,fruits,kansk,198,46066
2025-05-01,vegetables,krasnoyarsk,198,33937
2025-05-01,vegetables,irkutsk,200,34292
2025-05-01,vegetables,kansk,200,36564
2025-05-01,greens,krasnoyarsk,201,32457
2025-05-01,greens,irkutsk,201,29432
2025-05-01,greens,kansk,203,32857
2025-05-01,flowers,krasnoyarsk,199,192882
2025-05-01,flowers,irkutsk,198,168032
2025-05-01,flowers,kansk,198,134798
2025-05-02,mushrooms,krasnoyarsk,197,104947
2025-05-02,mushrooms,irkutsk,200,106864
2025-05-02,mushrooms,kansk,201,118013
2025-05-02,fruits,krasnoyarsk,197,62626
2025-05-02,fruits,irkutsk,202,70948
2025-05-02,fruits,kansk,200,64610
2025-05-02,vegetables,krasnoyarsk,199,42263
2025-05-02,vegetables,irkutsk,201,36314
2025-05-02,vegetables,kansk,200,39458
2025-05-02,greens,krasnoyarsk,198,31418
2025-05-02,greens,irkutsk,199,34034
2025-05-02,greens,kansk,199,27901
2025-05-02,flowers,krasnoyarsk,199,188644
2025-05-02,flowers,irkutsk,195,161366
2025-05-02,flowers,kansk,199,160788
2025-05-03,mushrooms,krasnoyarsk,197,105619
2025-05-03,mushrooms,irkutsk,198,101461
2025-05-03,mushrooms,kansk,198,98312
2025-05-03,fruits,krasnoyarsk,205,55989
2025-05-03,fruits,irkutsk,201,66906
2025-05-03,fruits,kansk,202,54346
2025-05-03,vegetables,krasnoyarsk,198,33806
2025-05-03,vegetables,irkutsk,200,36758
2025-05-03,vegetables,kansk,199,41031
2025-05-03,greens,krasnoyarsk,200,32802
2025-05-03,greens,irkutsk,198,36305
2025-05-03,greens,kansk,198,22908
2025-05-03,flowers,krasnoyarsk,201,123526
2025-05-03,flowers,irkutsk,202,199818
2025-05-03,flowers,kansk,199,166210
2025-05-04,mushrooms,krasnoyarsk,197,87387
2025-05-04,mushrooms,irkutsk,197,107491
2025-05-04,mushrooms,kansk,201,103197
2025-05-04,fruits,krasnoyarsk,200,71196
2025-05-04,fruits,irkutsk,197,50546
2025-05-04,fruits,kansk,202,56465
2025-05-04,vegetables,krasnoyarsk,201,43225
2025-05-04,vegetables,irkutsk,197,31998
2025-05-04,vegetables,kansk,196,36501
2025-05-04,greens,krasnoyarsk,198,32077
2025-05-04,greens,irkutsk,200,32554
